,brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
1028992,81664.0,for_sale,102695.0,,,8.93,1863700.0,Paris,Texas,75460.0,,
1028993,81664.0,for_sale,109135.0,,,9.49,1863699.0,Paris,Texas,75460.0,,
1028994,33968.0,for_sale,148000.0,,,12.0,1864115.0,Sulphur Springs,Texas,75482.0,,9/8/2020
1028995,71842.0,for_sale,129000.0,,,9.18,1864911.0,Paris,Texas,75460.0,,
1028996,81664.0,for_sale,162725.0,,,14.15,1863698.0,Paris,Texas,75460.0,,
1028997,33745.0,for_sale,4400000.0,,,1000.28,1824937.0,Paris,Texas,75462.0,,
1028998,15642.0,for_sale,8500.0,,,0.51,913564.0,Cooper,Texas,75432.0,,
1028999,102838.0,for_sale,294720.0,,,13.57,1526816.0,Commerce,Texas,75428.0,,3/20/2017
1029000,15604.0,for_sale,429000.0,,,53.8,739553.0,Paris,Texas,75462.0,,
1029001,15629.0,for_sale,429000.0,,,53.8,739567.0,Paris,Texas,75462.0,,
1029002,88559.0,for_sale,450000.0,,,44.0,1699711.0,Ladonia,Texas,75449.0,,9/6/2017
1029003,78772.0,for_sale,4290000.0,5.0,4.0,642.7,373877.0,Sulphur Springs,Texas,75482.0,4680.0,
1029004,74421.0,for_sale,1852500.0,,,390.0,808175.0,Roxton,Texas,75477.0,,
1029005,15728.0,for_sale,437000.0,,,38.0,1865212.0,Paris,Texas,75460.0,,
1029006,88559.0,for_sale,2209830.0,,,170.0,1493086.0,Windom,Texas,75492.0,,
1029007,15728.0,for_sale,3700000.0,,,496.0,141054.0,Roxton,Texas,75477.0,,
1029008,15728.0,for_sale,3700000.0,,,496.0,141055.0,Roxton,Texas,75477.0,,
1029009,53342.0,for_sale,210000.0,,,21.0,2000604.0,Enloe,Texas,75441.0,,
1029010,30620.0,for_sale,1679800.0,,,167.98,1882049.0,Enloe,Texas,75441.0,,
1029011,48839.0,for_sale,39000.0,2.0,2.0,0.27,1242886.0,Cooper,Texas,75432.0,1665.0,
1029012,19419.0,for_sale,74999.0,3.0,2.0,0.29,1677870.0,Commerce,Texas,75428.0,1235.0,
1029013,15728.0,for_sale,89900.0,3.0,1.0,1.43,1724949.0,Paris,Texas,75462.0,1192.0,
1029014,49365.0,for_sale,89900.0,3.0,2.0,0.42,398138.0,Cooper,Texas,75432.0,1558.0,
1029015,15642.0,for_sale,65000.0,4.0,2.0,0.38,1809408.0,Cooper,Texas,75432.0,1296.0,
1029016,22695.0,for_sale,149990.0,3.0,2.0,0.19,401881.0,Commerce,Texas,75428.0,1078.0,4/22/2009
1029017,22611.0,for_sale,199990.0,3.0,2.0,2.27,1143311.0,Sulphur Springs,Texas,75482.0,1216.0,
1029018,15642.0,for_sale,125000.0,3.0,2.0,0.28,1524078.0,Cooper,Texas,75432.0,1679.0,
1029019,66677.0,for_sale,119000.0,4.0,1.0,4.34,650830.0,Commerce,Texas,75428.0,1176.0,
1029020,53342.0,for_sale,45000.0,,,3.0,,Paris,Texas,75462.0,,
1029021,58460.0,for_sale,47800.0,,,0.2,394555.0,Commerce,Texas,75428.0,,
1029022,15642.0,for_sale,20000.0,,,0.14,133029.0,Commerce,Texas,75428.0,,
1029023,15761.0,for_sale,2500000.0,5.0,5.0,395.69,273147.0,Sulphur Springs,Texas,75482.0,5438.0,
1029024,33968.0,for_sale,999999.0,,,65.41,1764356.0,Wolfe City,Texas,75496.0,,
1029025,23070.0,for_sale,150000.0,,,15.58,1538661.0,Sulphur Springs,Texas,75482.0,,4/2/2019
1029026,26979.0,for_sale,4400000.0,2.0,1.0,762.84,723977.0,Roxton,Texas,75477.0,1300.0,
1029027,53342.0,for_sale,592380.0,,,78.98,1208188.0,Paris,Texas,75460.0,,
1029028,53342.0,for_sale,175000.0,,,19.35,478590.0,Pattonville,Texas,75468.0,,
1029029,53342.0,for_sale,592380.0,,,78.98,1208187.0,Paris,Texas,75462.0,,
1029030,102976.0,for_sale,2200000.0,,,332.58,1065367.0,Paris,Texas,75462.0,,
1029031,53342.0,for_sale,1949780.0,,,487.44,1864827.0,Lake Creek,Texas,75450.0,,
1029032,102976.0,for_sale,125000.0,,,10.0,1864879.0,Paris,Texas,75461.0,,
1029033,38714.0,for_sale,441180.0,,,46.44,1893182.0,Paris,Texas,75461.0,,
1029034,102976.0,for_sale,415000.0,3.0,2.0,2.5,1498272.0,Bogata,Texas,75417.0,3718.0,11/17/2011
1029035,15962.0,for_sale,119900.0,2.0,2.0,0.1,965901.0,Bogata,Texas,75417.0,1800.0,
1029036,97899.0,for_sale,30000.0,,,3.33,1881672.0,Bogata,Texas,75417.0,,3/31/2022
1029037,15604.0,for_sale,349000.0,3.0,2.0,11.7,1327927.0,Bogata,Texas,75417.0,1700.0,
1029038,66130.0,for_sale,200000.0,,,72.1,1985293.0,Bogata,Texas,75417.0,,
1029039,15728.0,for_sale,126000.0,,,18.0,852730.0,Bogata,Texas,75417.0,,
1029040,15728.0,for_sale,196000.0,,,24.5,1864861.0,Bogata,Texas,75417.0,,
1029041,41025.0,for_sale,495000.0,,,110.0,1984009.0,Bogata,Texas,75417.0,,
1029042,62772.0,for_sale,225000.0,,,40.4,1865862.0,Bogata,Texas,75417.0,,
1029043,102976.0,for_sale,220000.0,4.0,,0.31,698148.0,Bogata,Texas,75417.0,912.0,
1029044,102962.0,for_sale,1750000.0,,,485.0,1882276.0,Bogata,Texas,75417.0,,
1029045,103184.0,for_sale,900000.0,,,167.63,1892752.0,Bonham,Texas,75418.0,,
1029046,105459.0,for_sale,12000.0,,,0.12,1480412.0,Bonham,Texas,75418.0,,
1029047,12557.0,for_sale,285000.0,,,27.84,1980567.0,Greenville,Texas,75401.0,,
1029048,78138.0,for_sale,120000.0,3.0,2.0,0.24,833237.0,Commerce,Texas,75428.0,1761.0,
1029049,71842.0,for_sale,219000.0,3.0,2.0,0.37,682137.0,Paris,Texas,75460.0,2091.0,2/28/2013
1029050,15728.0,for_sale,13875.0,1.0,1.0,0.17,1703810.0,Paris,Texas,75460.0,375.0,
1029051,15728.0,for_sale,14297.0,1.0,1.0,0.17,1706282.0,Paris,Texas,75460.0,493.0,
1029052,23665.0,for_sale,18000000.0,,,118.11,1658525.0,Telephone,Texas,75488.0,,
1029053,81994.0,for_sale,235000.0,4.0,3.0,0.15,1775334.0,Anna,Texas,75409.0,2229.0,1/7/2021
1029054,91625.0,for_sale,1675000.0,6.0,9.0,0.97,1799573.0,Alba,Texas,75410.0,7497.0,
1029055,110016.0,for_sale,275000.0,4.0,3.0,1.39,612557.0,Alba,Texas,75410.0,2249.0,12/7/2021
1029056,91625.0,for_sale,18000.0,,,0.32,1925532.0,Alba,Texas,75410.0,,
1029057,91625.0,for_sale,89000.0,,,11.08,1865371.0,Alba,Texas,75410.0,,
1029058,91625.0,for_sale,89000.0,,,11.08,1865371.0,Alba,Texas,75410.0,,4/12/2022
1029059,29652.0,for_sale,38000.0,,,0.66,1865378.0,Alba,Texas,75410.0,,
1029060,91625.0,for_sale,635000.0,4.0,4.0,0.61,1452639.0,Alba,Texas,75410.0,3114.0,7/10/2020
1029061,39275.0,for_sale,322350.0,,,32.24,1353313.0,Alba,Texas,75410.0,,
1029062,15830.0,for_sale,72000.0,,,1.74,12854.0,Alba,Texas,75410.0,,3/4/2022
1029063,76973.0,for_sale,129900.0,,,10.0,1882229.0,Alba,Texas,75410.0,,1/21/2022
1029064,76973.0,for_sale,129900.0,,,10.0,1882229.0,Alba,Texas,75410.0,,
1029065,55317.0,for_sale,517976.0,,,64.75,771691.0,Alba,Texas,75410.0,,
1029066,55317.0,for_sale,517976.0,,,64.75,1953949.0,Alba,Texas,75410.0,,4/29/2022
1029067,80576.0,for_sale,319990.0,3.0,2.0,0.4,614383.0,Princeton,Texas,75407.0,2163.0,
1029068,27088.0,for_sale,425000.0,4.0,3.0,0.15,621164.0,Princeton,Texas,75407.0,3242.0,
1029069,53157.0,for_sale,300000.0,4.0,3.0,,970240.0,Princeton,Texas,75407.0,2292.0,
1029070,42317.0,for_sale,669900.0,4.0,3.0,1.0,34728.0,Princeton,Texas,75407.0,2735.0,8/2/2017
1029071,27980.0,for_sale,260900.0,4.0,2.0,1.0,1477510.0,Princeton,Texas,75407.0,1896.0,
1029072,102816.0,for_sale,1595000.0,4.0,3.0,9.53,87451.0,Princeton,Texas,75407.0,3040.0,8/17/2005
1029073,20851.0,for_sale,439000.0,5.0,3.0,0.15,957640.0,Princeton,Texas,75407.0,2703.0,
1029074,109950.0,for_sale,419999.0,5.0,3.0,0.12,339566.0,Princeton,Texas,75407.0,2606.0,2/1/2018
1029075,33968.0,for_sale,735000.0,2.0,2.0,16.55,1031638.0,Princeton,Texas,75407.0,1432.0,12/20/2001
1029076,57595.0,for_sale,273969.0,3.0,2.0,,1398284.0,Princeton,Texas,75407.0,1267.0,
1029077,67215.0,for_sale,349990.0,4.0,2.0,0.14,532946.0,Princeton,Texas,75407.0,1891.0,11/16/2015
1029078,71247.0,for_sale,424000.0,4.0,2.0,0.15,533956.0,Princeton,Texas,75407.0,1891.0,6/27/2016
1029079,57841.0,for_sale,412900.0,4.0,3.0,,577704.0,Anna,Texas,75409.0,2586.0,
1029080,52874.0,for_sale,499000.0,3.0,2.0,0.92,1777989.0,Anna,Texas,75409.0,2018.0,
1029081,52874.0,for_sale,499000.0,4.0,3.0,0.92,1775253.0,Anna,Texas,75409.0,1862.0,5/4/2004
1029082,45016.0,for_sale,491000.0,4.0,4.0,0.17,1777658.0,Anna,Texas,75409.0,3359.0,
1029083,71247.0,for_sale,463000.0,4.0,2.0,0.14,449264.0,Anna,Texas,75409.0,2036.0,12/20/2019
1029084,81664.0,for_sale,643189.0,4.0,4.0,0.21,953408.0,Anna,Texas,75409.0,3566.0,
1029085,43598.0,for_sale,473231.0,3.0,3.0,0.14,1679283.0,Anna,Texas,75409.0,2124.0,
1029086,43598.0,for_sale,480836.0,3.0,3.0,0.15,128259.0,Anna,Texas,75409.0,2218.0,
1029087,43598.0,for_sale,500929.0,3.0,3.0,0.14,1772092.0,Anna,Texas,75409.0,2046.0,
1029088,88771.0,for_sale,189000.0,,,1.17,1864199.0,Anna,Texas,75409.0,,
1029089,49153.0,for_sale,516500.0,4.0,4.0,0.16,334628.0,Anna,Texas,75409.0,2658.0,3/22/2022
1029090,43598.0,for_sale,506480.0,4.0,3.0,0.14,1672685.0,Anna,Texas,75409.0,2490.0,
1029091,65812.0,for_sale,577487.0,5.0,4.0,,925903.0,Anna,Texas,75409.0,3100.0,
1029092,57841.0,for_sale,372900.0,4.0,2.0,,576171.0,Anna,Texas,75409.0,1801.0,
1029093,81664.0,for_sale,573773.0,5.0,4.0,0.2,969623.0,Anna,Texas,75409.0,2713.0,
1029094,57841.0,for_sale,435900.0,4.0,3.0,,568811.0,Anna,Texas,75409.0,2586.0,
1029095,57841.0,for_sale,435900.0,4.0,3.0,,570951.0,Anna,Texas,75409.0,2586.0,
1029096,57841.0,for_sale,443900.0,5.0,3.0,,1165398.0,Anna,Texas,75409.0,2700.0,
1029097,57841.0,for_sale,438900.0,4.0,3.0,,533629.0,Anna,Texas,75409.0,2586.0,
1029098,57841.0,for_sale,445900.0,5.0,3.0,,530764.0,Anna,Texas,75409.0,2700.0,
1029099,16829.0,for_sale,1300000.0,,,31.43,1117614.0,Anna,Texas,75409.0,,8/9/2006
1029100,45016.0,for_sale,449000.0,3.0,2.0,0.16,1477641.0,Anna,Texas,75409.0,2213.0,
1029101,81664.0,for_sale,580637.0,4.0,3.0,0.22,937867.0,Anna,Texas,75409.0,2713.0,
1029102,45016.0,for_sale,442000.0,3.0,2.0,0.16,223292.0,Anna,Texas,75409.0,2110.0,
1029103,77473.0,for_sale,386590.0,3.0,2.0,0.14,28899.0,Anna,Texas,75409.0,1642.0,
1029104,57841.0,for_sale,363900.0,3.0,2.0,,568355.0,Anna,Texas,75409.0,1620.0,
1029105,91408.0,for_sale,575500.0,,,5.1,1818503.0,Anna,Texas,75409.0,,
1029106,57841.0,for_sale,370900.0,3.0,2.0,,540644.0,Anna,Texas,75409.0,1649.0,
1029107,57841.0,for_sale,365900.0,3.0,2.0,,535808.0,Anna,Texas,75409.0,1620.0,
1029108,57841.0,for_sale,365900.0,3.0,2.0,,535386.0,Anna,Texas,75409.0,1620.0,
1029109,57841.0,for_sale,372900.0,3.0,2.0,,1167396.0,Anna,Texas,75409.0,1649.0,
1029110,57841.0,for_sale,375900.0,3.0,2.0,,529354.0,Anna,Texas,75409.0,1649.0,
1029111,81664.0,for_sale,636608.0,5.0,4.0,0.2,942585.0,Anna,Texas,75409.0,3250.0,
1029112,57841.0,for_sale,387900.0,4.0,2.0,,564309.0,Anna,Texas,75409.0,1801.0,
1029113,57841.0,for_sale,387900.0,4.0,2.0,,566658.0,Anna,Texas,75409.0,1801.0,
1029114,57841.0,for_sale,389900.0,4.0,2.0,,537577.0,Anna,Texas,75409.0,1801.0,
1029115,57841.0,for_sale,411900.0,4.0,2.0,,542703.0,Anna,Texas,75409.0,2006.0,
1029116,57841.0,for_sale,411900.0,4.0,2.0,,572580.0,Anna,Texas,75409.0,2006.0,
1029117,57841.0,for_sale,413900.0,4.0,2.0,,539200.0,Anna,Texas,75409.0,2006.0,
1029118,57841.0,for_sale,392900.0,4.0,2.0,,528852.0,Anna,Texas,75409.0,1801.0,
1029119,57841.0,for_sale,417900.0,4.0,2.0,,567119.0,Anna,Texas,75409.0,2006.0,
1029120,9616.0,for_sale,7000000.0,,,43.88,1882077.0,Anna,Texas,75409.0,,
1029121,32537.0,for_sale,305000.0,3.0,2.0,0.15,629294.0,Anna,Texas,75409.0,1490.0,3/29/2006
1029122,71247.0,for_sale,583000.0,4.0,3.0,0.16,1484559.0,Anna,Texas,75409.0,3105.0,3/1/2016
1029123,71247.0,for_sale,470000.0,4.0,3.0,0.19,924635.0,Anna,Texas,75409.0,2089.0,
1029124,57903.0,for_sale,390000.0,4.0,2.0,0.16,54047.0,Anna,Texas,75409.0,2045.0,7/1/2015
1029125,72499.0,for_sale,559990.0,3.0,3.0,0.19,1368758.0,Anna,Texas,75409.0,3020.0,3/2/2022
1029126,43598.0,for_sale,562580.0,3.0,3.0,0.15,1771262.0,Anna,Texas,75409.0,2297.0,
1029127,57841.0,for_sale,443900.0,5.0,3.0,,1205694.0,Anna,Texas,75409.0,2700.0,
1029128,43598.0,for_sale,532882.0,4.0,3.0,0.15,1593238.0,Anna,Texas,75409.0,2297.0,
1029129,53079.0,for_sale,169000.0,,,0.15,729349.0,Anna,Texas,75409.0,,8/21/1998
1029130,57841.0,for_sale,440900.0,4.0,3.0,,1211173.0,Anna,Texas,75409.0,2586.0,
1029131,57841.0,for_sale,445900.0,4.0,3.0,,1143811.0,Anna,Texas,75409.0,2586.0,
1029132,57841.0,for_sale,439900.0,4.0,3.0,,1194108.0,Anna,Texas,75409.0,2586.0,
1029133,57841.0,for_sale,443900.0,4.0,3.0,,1156741.0,Anna,Texas,75409.0,2586.0,
1029134,57841.0,for_sale,437900.0,4.0,3.0,,531278.0,Anna,Texas,75409.0,2586.0,
1029135,57841.0,for_sale,438900.0,4.0,3.0,,539585.0,Anna,Texas,75409.0,2586.0,
1029136,57841.0,for_sale,444900.0,5.0,3.0,,608513.0,Anna,Texas,75409.0,2700.0,
1029137,57841.0,for_sale,447900.0,5.0,3.0,,670376.0,Anna,Texas,75409.0,2700.0,
1029138,57841.0,for_sale,363900.0,3.0,2.0,,1180062.0,Anna,Texas,75409.0,1620.0,
1029139,43598.0,for_sale,608735.0,4.0,3.0,0.14,1768290.0,Anna,Texas,75409.0,2741.0,
1029140,57841.0,for_sale,364900.0,3.0,2.0,,624250.0,Anna,Texas,75409.0,1620.0,
1029141,57841.0,for_sale,363900.0,3.0,2.0,,621436.0,Anna,Texas,75409.0,1620.0,
1029142,57841.0,for_sale,365900.0,3.0,2.0,,649088.0,Anna,Texas,75409.0,1620.0,
1029143,57841.0,for_sale,365900.0,3.0,2.0,,668088.0,Anna,Texas,75409.0,1620.0,
1029144,57841.0,for_sale,371900.0,3.0,2.0,,661318.0,Anna,Texas,75409.0,1649.0,
1029145,57841.0,for_sale,372900.0,3.0,2.0,,1186371.0,Anna,Texas,75409.0,1649.0,
1029146,57841.0,for_sale,370900.0,3.0,2.0,,645675.0,Anna,Texas,75409.0,1649.0,
1029147,57841.0,for_sale,371900.0,3.0,2.0,,622943.0,Anna,Texas,75409.0,1649.0,
1029148,57841.0,for_sale,391900.0,4.0,2.0,,616780.0,Anna,Texas,75409.0,1801.0,
1029149,57841.0,for_sale,415900.0,4.0,2.0,,661753.0,Anna,Texas,75409.0,2006.0,
1029150,57841.0,for_sale,388900.0,4.0,2.0,,538142.0,Anna,Texas,75409.0,1801.0,
1029151,57841.0,for_sale,391900.0,4.0,2.0,,621924.0,Anna,Texas,75409.0,1801.0,
1029152,57841.0,for_sale,413900.0,4.0,2.0,,1159233.0,Anna,Texas,75409.0,2006.0,
1029153,45016.0,for_sale,485000.0,3.0,2.0,0.25,1695804.0,Anna,Texas,75409.0,2110.0,
1029154,57841.0,for_sale,387900.0,4.0,2.0,,1188041.0,Anna,Texas,75409.0,1801.0,
1029155,57841.0,for_sale,389900.0,4.0,2.0,,1177525.0,Anna,Texas,75409.0,1801.0,
1029156,57841.0,for_sale,414900.0,4.0,2.0,,618382.0,Anna,Texas,75409.0,2006.0,
1029157,45016.0,for_sale,555000.0,4.0,3.0,0.25,635561.0,Anna,Texas,75409.0,2895.0,
1029158,57841.0,for_sale,415900.0,4.0,2.0,,665480.0,Anna,Texas,75409.0,2006.0,
1029159,57841.0,for_sale,411900.0,4.0,2.0,,610359.0,Anna,Texas,75409.0,2006.0,
1029160,57841.0,for_sale,411900.0,4.0,2.0,,1197347.0,Anna,Texas,75409.0,2006.0,
1029161,57841.0,for_sale,390900.0,4.0,2.0,,611998.0,Anna,Texas,75409.0,1801.0,
1029162,41897.0,for_sale,5999000.0,,,39.99,1960559.0,Anna,Texas,75409.0,,
1029163,109060.0,for_sale,284900.0,3.0,2.0,0.15,747694.0,Anna,Texas,75409.0,1843.0,1/17/2006
1029164,26227.0,for_sale,290000.0,3.0,2.0,0.2,151425.0,Anna,Texas,75409.0,1843.0,11/21/2014
1029165,66709.0,for_sale,325000.0,4.0,2.0,0.18,527630.0,Anna,Texas,75409.0,1970.0,10/1/2019
1029166,39703.0,for_sale,359000.0,3.0,2.0,0.14,1700342.0,Anna,Texas,75409.0,1755.0,7/28/2005
1029167,33968.0,for_sale,410000.0,4.0,3.0,0.16,569751.0,Anna,Texas,75409.0,2512.0,9/19/2016
1029168,33968.0,for_sale,349000.0,3.0,2.0,0.16,743544.0,Anna,Texas,75409.0,1929.0,4/20/2015
1029169,22611.0,for_sale,560000.0,4.0,4.0,0.17,228220.0,Anna,Texas,75409.0,3384.0,12/19/2019
1029170,18633.0,for_sale,555000.0,4.0,3.0,0.3,1328337.0,Anna,Texas,75409.0,2805.0,5/19/2014
1029171,23721.0,for_sale,129999.0,,,0.29,947877.0,Anna,Texas,75409.0,,
1029172,9850.0,for_sale,469999.0,4.0,3.0,0.14,665285.0,Anna,Texas,75409.0,2754.0,12/2/2021
1029173,23721.0,for_sale,519900.0,4.0,2.0,0.17,212444.0,Anna,Texas,75409.0,2317.0,3/30/2015
1029174,53079.0,for_sale,470000.0,5.0,4.0,0.28,629473.0,Anna,Texas,75409.0,2928.0,5/18/2020
1029175,52695.0,for_sale,400000.0,3.0,2.0,0.19,498540.0,Anna,Texas,75409.0,1850.0,1/2/2019
1029176,52695.0,for_sale,400000.0,3.0,2.0,0.16,1590772.0,Anna,Texas,75409.0,1850.0,
1029177,86907.0,for_sale,385000.0,3.0,2.0,0.15,53328.0,Anna,Texas,75409.0,1678.0,4/1/2021
1029178,71247.0,for_sale,520000.0,4.0,3.0,0.14,1340417.0,Anna,Texas,75409.0,2512.0,12/6/2019
1029179,109950.0,for_sale,405000.0,3.0,2.0,0.2,444574.0,Anna,Texas,75409.0,1797.0,
1029180,45016.0,for_sale,578000.0,3.0,2.0,0.21,1367923.0,Anna,Texas,75409.0,2478.0,
1029181,33714.0,for_sale,350000.0,4.0,2.0,0.12,951346.0,Anna,Texas,75409.0,1726.0,1/20/2021
1029182,33714.0,for_sale,399990.0,3.0,2.0,0.16,1202037.0,Anna,Texas,75409.0,1753.0,3/31/2020
1029183,16829.0,for_sale,440000.0,3.0,2.0,0.13,528746.0,Anna,Texas,75409.0,2068.0,3/6/2018
1029184,52874.0,for_sale,449999.0,3.0,3.0,0.17,224268.0,Anna,Texas,75409.0,2045.0,
1029185,57841.0,for_sale,440900.0,4.0,3.0,,673075.0,Anna,Texas,75409.0,2586.0,
1029186,57841.0,for_sale,440900.0,4.0,3.0,,629685.0,Anna,Texas,75409.0,2586.0,
1029187,57841.0,for_sale,440900.0,4.0,3.0,,659471.0,Anna,Texas,75409.0,2586.0,
1029188,57841.0,for_sale,439900.0,4.0,3.0,,624515.0,Anna,Texas,75409.0,2586.0,
1029189,57841.0,for_sale,439900.0,4.0,3.0,,660200.0,Anna,Texas,75409.0,2586.0,
1029190,69963.0,for_sale,409450.0,4.0,3.0,0.16,1017559.0,Anna,Texas,75409.0,2710.0,
1029191,45016.0,for_sale,510830.0,4.0,3.0,0.17,543027.0,Anna,Texas,75409.0,2779.0,
1029192,81664.0,for_sale,649990.0,5.0,5.0,0.26,1186450.0,Anna,Texas,75409.0,3718.0,
1029193,43598.0,for_sale,585935.0,4.0,4.0,0.13,1691525.0,Anna,Texas,75409.0,3049.0,
1029194,43598.0,for_sale,573363.0,3.0,3.0,0.15,1776573.0,Anna,Texas,75409.0,2260.0,
1029195,45016.0,for_sale,439469.0,3.0,2.0,0.17,632918.0,Anna,Texas,75409.0,2073.0,
1029196,88771.0,for_sale,586000.0,,,10.0,1866021.0,Anna,Texas,75409.0,,
1029197,57841.0,for_sale,444900.0,5.0,3.0,,697972.0,Anna,Texas,75409.0,2700.0,
1029198,57841.0,for_sale,392900.0,4.0,2.0,,659727.0,Anna,Texas,75409.0,1801.0,
1029199,57841.0,for_sale,390900.0,4.0,2.0,,666868.0,Anna,Texas,75409.0,1801.0,
1029200,57841.0,for_sale,390900.0,4.0,2.0,,684232.0,Anna,Texas,75409.0,1801.0,
1029201,57841.0,for_sale,415900.0,4.0,2.0,,657846.0,Anna,Texas,75409.0,2006.0,
1029202,57841.0,for_sale,414900.0,4.0,2.0,,716124.0,Anna,Texas,75409.0,2006.0,
1029203,81803.0,for_sale,900000.0,3.0,1.0,16.1,836988.0,Anna,Texas,75409.0,990.0,
1029204,45087.0,for_sale,5750000.0,,,17.26,1800924.0,Anna,Texas,75409.0,,
1029205,33968.0,for_sale,2225000.0,2.0,2.0,114.8,578363.0,Honey Grove,Texas,75446.0,1723.0,
1029206,15642.0,for_sale,139900.0,1.0,2.0,0.42,388273.0,Cooper,Texas,75432.0,1600.0,
1029207,102976.0,for_sale,70000.0,3.0,2.0,0.33,488210.0,Paris,Texas,75460.0,1328.0,8/17/2009
1029208,81984.0,for_sale,52000.0,2.0,1.0,0.26,1607057.0,Paris,Texas,75460.0,1636.0,
1029209,53342.0,for_sale,44000.0,2.0,1.0,0.17,369889.0,Paris,Texas,75460.0,1088.0,
1029210,38714.0,for_sale,315000.0,3.0,3.0,2.48,949753.0,Paris,Texas,75462.0,2840.0,
1029211,50816.0,for_sale,144999.0,,,13.87,433995.0,Paris,Texas,75460.0,,
1029212,15604.0,for_sale,459900.0,6.0,4.0,5.05,512422.0,Paris,Texas,75462.0,3301.0,9/3/2021
1029213,102976.0,for_sale,210500.0,,,20.0,1864881.0,Paris,Texas,75460.0,,
1029214,15761.0,for_sale,135000.0,3.0,2.0,0.5,1416061.0,Sulphur Springs,Texas,75482.0,1692.0,
1029215,49365.0,for_sale,82900.0,2.0,1.0,0.25,1726189.0,Cooper,Texas,75432.0,1044.0,
1029216,15604.0,for_sale,155000.0,3.0,2.0,0.23,117170.0,Cooper,Texas,75432.0,1472.0,
1029217,15642.0,for_sale,399900.0,3.0,2.0,5.97,1306361.0,Cooper,Texas,75432.0,1512.0,
1029218,53342.0,for_sale,329900.0,3.0,2.0,10.41,757541.0,Cooper,Texas,75432.0,3196.0,
1029219,26227.0,for_sale,355000.0,2.0,2.0,3.57,1202487.0,Pecan Gap,Texas,75469.0,2453.0,
1029220,53342.0,for_sale,454900.0,4.0,3.0,1.5,525149.0,Paris,Texas,75462.0,2306.0,10/30/2020
1029221,15728.0,for_sale,455000.0,,,70.0,1881650.0,Roxton,Texas,75477.0,,
1029222,97727.0,for_sale,127500.0,2.0,1.0,0.55,651182.0,Paris,Texas,75460.0,1236.0,2/1/2022
1029223,42286.0,for_sale,125000.0,4.0,2.0,0.19,1194658.0,Paris,Texas,75460.0,1470.0,
1029224,76973.0,for_sale,179900.0,3.0,2.0,0.66,1427045.0,Quitman,Texas,75783.0,1740.0,
1029225,61415.0,for_sale,310000.0,3.0,2.0,1.15,742627.0,Emory,Texas,75440.0,2232.0,
1029226,76973.0,for_sale,229900.0,3.0,1.0,0.34,1506263.0,Quitman,Texas,75783.0,2016.0,
1029227,40517.0,for_sale,150000.0,,,23.53,157617.0,Mineola,Texas,75773.0,,3/25/2019
1029228,97958.0,for_sale,289500.0,4.0,3.0,20.26,421559.0,Point,Texas,75472.0,2006.0,
1029229,103686.0,for_sale,129000.0,,,3.54,1331966.0,Commerce,Texas,75428.0,,
1029230,15830.0,for_sale,244500.0,4.0,2.0,1.0,130236.0,Yantis,Texas,75497.0,1800.0,
1029231,76973.0,for_sale,13500.0,,,0.11,1859518.0,Quitman,Texas,75783.0,,
1029232,76973.0,for_sale,50000.0,,,0.57,915914.0,Quitman,Texas,75783.0,,
1029233,81604.0,for_sale,799999.0,4.0,4.0,16.49,1424502.0,Quitman,Texas,75783.0,3288.0,
1029234,15830.0,for_sale,159000.0,,,3.29,1237777.0,Yantis,Texas,75497.0,,
1029235,15830.0,for_sale,49000.0,,,0.5,447621.0,Yantis,Texas,75497.0,,
1029236,48780.0,for_sale,544999.0,4.0,3.0,6.48,1237871.0,Lone Oak,Texas,75453.0,2032.0,1/22/2016
1029237,76973.0,for_sale,35000.0,,,0.12,1396913.0,Quitman,Texas,75783.0,,
1029238,76973.0,for_sale,40000.0,,,0.23,823291.0,Quitman,Texas,75783.0,,
1029239,49365.0,for_sale,155000.0,,,11.38,183947.0,Cumby,Texas,75433.0,,
1029240,36794.0,for_sale,895000.0,3.0,2.0,22.67,1270573.0,Sulphur Springs,Texas,75482.0,1920.0,3/8/2017
1029241,53024.0,for_sale,1625000.0,3.0,2.0,58.19,817301.0,Tyler,Texas,75773.0,3800.0,
1029242,33968.0,for_sale,384000.0,,,24.0,1239555.0,Point,Texas,75472.0,,
1029243,97827.0,for_sale,810000.0,,,41.02,622325.0,Lindale,Texas,75771.0,,3/10/2021
1029244,15642.0,for_sale,499000.0,,,4.85,498004.0,Mineola,Texas,75773.0,,
1029245,91625.0,for_sale,919000.0,4.0,4.0,0.78,390290.0,Yantis,Texas,75497.0,3343.0,
1029246,21856.0,for_sale,250000.0,,,29.0,913202.0,Como,Texas,75431.0,,
1029247,22036.0,for_sale,250000.0,,,15.64,754018.0,Campbell,Texas,75422.0,,
1029248,15642.0,for_sale,1606050.0,,,107.07,1333494.0,Yantis,Texas,75497.0,,
1029249,41601.0,for_sale,693750.0,,,92.5,57093.0,Campbell,Texas,75422.0,,
1029250,88667.0,for_sale,925000.0,,,61.44,1778754.0,Sulphur Springs,Texas,75482.0,,3/21/2018
1029251,29851.0,for_sale,517300.0,,,7.39,336142.0,Point,Texas,75472.0,,
1029252,43460.0,for_sale,702460.0,,,127.72,254119.0,Sulphur Springs,Texas,75482.0,,
